epoch,accuracy,loss,val_accuracy,val_loss
0,0.5815085172653198,0.6646999716758728,0.6975609660148621,0.6404229402542114
1,0.7104622721672058,0.6031596064567566,0.7609755992889404,0.5623698830604553
2,0.7712895274162292,0.526394784450531,0.5560975670814514,0.6576847434043884
3,0.7968369722366333,0.49460548162460327,0.6000000238418579,0.6241462826728821
4,0.816301703453064,0.41487258672714233,0.7463414669036865,0.5113599300384521
